35.8453655738852,"spec-6713-56402-0294.fits",448
39.4940601386647,"spec-6489-56329-0866.fits",1768
39.778417825892,"spec-6052-56092-0294.fits",1257
39.9493554917022,"spec-5436-56015-0440.fits",589
39.9823456758555,"spec-6303-56539-0090.fits",991
40.1363082155413,"spec-6452-56366-0270.fits",185
40.1550870308563,"spec-5302-55896-0513.fits",366
40.6525685797287,"spec-4690-55653-0140.fits",2353
40.6786007648092,"spec-4058-55358-0100.fits",1126
40.7222114113404,"spec-5783-56017-0903.fits",1526
41.1890312290866,"spec-3804-55267-0936.fits",29
41.5110913265827,"spec-5172-56071-0705.fits",1080
41.5264705631369,"spec-6184-56267-0854.fits",754
41.5527320191995,"spec-3665-55247-0718.fits",1156
41.630187527298,"spec-3679-55209-0232.fits",72
41.7140836194476,"spec-4221-55443-0556.fits",1164
41.9706417808938,"spec-4783-55652-0180.fits",176
42.0199325520827,"spec-3866-55623-0134.fits",356
42.0797452310009,"spec-5461-56018-0838.fits",535
42.1613757204916,"spec-5320-55999-0680.fits",856
42.1923035335922,"spec-4837-55707-0560.fits",878
42.505099405802,"spec-6673-56419-0318.fits",359
42.6357204487845,"spec-5768-56017-0792.fits",1145
42.70053817965,"spec-4452-55536-0019.fits",405
42.7425869510077,"spec-5771-56011-0362.fits",1193
42.7486350650223,"spec-4211-55446-0538.fits",1440
42.8745183516291,"spec-4227-55481-0937.fits",220
42.8849440951974,"spec-4766-55677-0472.fits",757
42.9253669298772,"spec-3586-55181-0634.fits",1186
42.9634472926252,"spec-4375-55889-0334.fits",980
42.9715817882013,"spec-3757-55508-0408.fits",399
42.9804231082301,"spec-5361-55973-0680.fits",175
42.989313996245,"spec-6055-56102-0884.fits",1166
43.0046476062211,"spec-4860-55691-0180.fits",2071
43.0076625826389,"spec-6164-56181-0678.fits",149
43.0640392279483,"spec-6411-56331-0302.fits",682
43.1152765222801,"spec-6873-56541-0624.fits",354
43.1402246931358,"spec-6838-56429-0064.fits",462
43.1608990458129,"spec-4979-56045-0796.fits",238
43.1772589430493,"spec-4242-55476-0852.fits",1807
43.1780166376265,"spec-4834-55685-0798.fits",729
43.1971386673008,"spec-4227-55481-0027.fits",690
43.2525698594064,"spec-4538-55860-0742.fits",1139
43.2599816898559,"spec-7081-56684-0350.fits",980
43.3027475935899,"spec-6663-56338-0946.fits",896
43.3741032305281,"spec-6664-56383-0936.fits",386
43.4169418877068,"spec-5164-56067-0894.fits",1899
43.4412746695604,"spec-4889-55709-0922.fits",858
43.4473904514259,"spec-5165-56063-0877.fits",1086
43.4817108059595,"spec-3769-55240-0558.fits",1103
43.5410403987775,"spec-7400-57134-0696.fits",666
43.563268160965,"spec-7257-56658-0345.fits",64
43.5733956167013,"spec-5368-56001-0828.fits",296
43.5922113142366,"spec-5772-56003-0842.fits",1323
43.6097805576709,"spec-3793-55214-0542.fits",104
43.7078073193462,"spec-7155-56629-0104.fits",1563
43.7266279848787,"spec-5418-56037-0940.fits",1070
43.732914933777,"spec-6023-56069-0112.fits",2249
43.8248925641937,"spec-6720-56390-0594.fits",277
43.906457977488,"spec-4444-55538-0900.fits",256
43.912498158237,"spec-6836-56443-0752.fits",337
43.9268767654764,"spec-5306-55926-0962.fits",541
43.942961812436,"spec-5475-56011-0394.fits",252
43.9890185740132,"spec-4839-55703-0086.fits",1111
44.0338815799857,"spec-5477-56030-0974.fits",1431
44.090786257425,"spec-5420-56009-0709.fits",1038
44.095635343935,"spec-3825-55533-0358.fits",172
44.1586551112656,"spec-4192-55469-0350.fits",750
44.168197359902,"spec-3852-55243-0748.fits",1598
44.1703282573797,"spec-7325-56717-0292.fits",344
44.2081194150656,"spec-4006-55328-0784.fits",1136
44.2192595518902,"spec-4864-55680-0360.fits",454
44.2295006994272,"spec-6409-56306-0204.fits",443
44.2411524911128,"spec-7256-56658-0397.fits",666
44.2601146432357,"spec-7421-57159-0614.fits",1044
44.2695741455442,"spec-5407-55926-0447.fits",766
44.270488660479,"spec-5985-56089-0260.fits",1037
44.2940827085731,"spec-6049-56091-0184.fits",206
44.294199322128,"spec-5481-55983-0452.fits",894
44.299512012717,"spec-6665-56390-0442.fits",871
44.3087793276501,"spec-7449-56740-0158.fits",926
44.3172860538776,"spec-7254-56625-0443.fits",69
44.3746262209774,"spec-5957-56210-0880.fits",513
44.3821768889668,"spec-6446-56363-0156.fits",653
44.3856459311142,"spec-6746-56386-0120.fits",201
44.4046991819567,"spec-7253-56598-0446.fits",70
44.4301280938898,"spec-6014-56072-0776.fits",563
44.4555991909421,"spec-6795-56425-0654.fits",758
44.4605365545908,"spec-6627-56369-0194.fits",2096
44.4927862639207,"spec-6821-56396-0100.fits",248
44.5158063336768,"spec-6783-56284-0978.fits",60
44.5382310755411,"spec-6388-56309-0582.fits",2328
44.5559341860927,"spec-5878-56033-0198.fits",1053
44.5758376724641,"spec-5466-56033-0088.fits",834
44.5761807789773,"spec-4238-55455-0010.fits",224
44.5783422929182,"spec-6455-56370-0206.fits",1100
44.5898115735826,"spec-6470-56334-0318.fits",604
44.595611493862,"spec-5024-55854-0104.fits",1402
44.6044333710406,"spec-7254-56625-0488.fits",69
44.6217368354849,"spec-3942-55338-0411.fits",307
